"GeneSymbol","Zscore","EntrezID","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","Pathway"
"ATF5",0.653,22809,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ATF6",0.261,22926,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ATF6B",-1.522,1388,"HighConf","No","MedConf","No","MedConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","cGMP-PKG signaling pathway, TNF signaling pathway, PI3K-Akt signaling pathway, Estrogen signaling pathway, Dopaminergic synapse, Relaxin signaling pathway, Adrenergic signaling in cardiomyocytes, Longevity regulating pathway"
"ATF7",-5.106,11016,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ATF7IP",-0.299,55729,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ATF7IP2",-1.102,80063,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ATG10",-0.145,83734,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf",NA
"ATG101",0.532,60673,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ATG12",1.341,9140,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ATG13",-1.574,9776,"HighConf","No","MedConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Longevity regulating pathway"
"ATG14",-0.405,22863,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ATG16L1",-0.71,55054,"HighConf","No","MedConf","No","MedConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf",NA
"ATG16L2",0.122,89849,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ATG2A",-0.315,23130,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ATG2B",-0.056,55102,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ATG4A",-0.005,115201,"HighConf","No","MedConf","No","MedConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf",NA
"ATG4B",1.052,23192,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ATG4C",0.215,84938,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ATG4D",0.9,84971,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ATG5",0.264,9474,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ATG7",-0.824,10533,"HighConf","No","MedConf","No","MedConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Ferroptosis"
"ATG9A",0.25,79065,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ATG9B",-1.266,285973,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ATHL1",0.821,80162,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ATIC",1.376,471,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ATL1",-0.144,51062,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ATL2",0.306,64225,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ATL3",-1.117,25923,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ATM",-0.676,472,"HighConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","FoxO signaling pathway, NF-kappa B signaling pathway, Apoptosis, Cellular senescence"
"ATMIN",-1.74,23300,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf",NA
"ATN1",0.29,1822,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ATOH1",-0.354,474,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ATOH7",-0.688,220202,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ATOH8",0.862,84913,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ATOX1",-1.808,475,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ATP10A",0.006,57194,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ATP10B",1.367,23120,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ATP10D",1.344,57205,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ATP11A",0.258,23250,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ATP11AUN",0.506,400165,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ATP11B",1.151,23200,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ATP11C",2.079,286410,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ATP12A",-1.219,479,"HighConf","No","MedConf","No","MedConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf",NA
"ATP13A1",-0.657,57130,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ATP13A2",0.197,23400,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ATP13A3",-1.018,79572,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ATP13A4",-1.364,84239,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ATP13A5",2.029,344905,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ATP1A1",-0.506,476,"HighConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","cGMP-PKG signaling pathway, Thyroid hormone signaling pathway, cAMP signaling pathway, Pancreatic secretion, Endocrine and other factor-regulated calcium reabsorption, Adrenergic signaling in cardiomyocytes"
"ATP1A2",0.511,477,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ATP1A3",-1.958,478,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ATP1A4",1.402,480,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ATP1B1",0.43,481,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ATP1B2",-1.852,482,"HighConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","cGMP-PKG signaling pathway, Thyroid hormone signaling pathway, cAMP signaling pathway, Pancreatic secretion, Endocrine and other factor-regulated calcium reabsorption, Adrenergic signaling in cardiomyocytes"
"ATP1B3",-2.101,483,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ATP1B4",-1.454,23439,"HighConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","cGMP-PKG signaling pathway, Thyroid hormone signaling pathway, cAMP signaling pathway, Pancreatic secretion, Endocrine and other factor-regulated calcium reabsorption, Adrenergic signaling in cardiomyocytes"
"ATP2A1",-1.838,487,"HighConf","No","MedConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","cGMP-PKG signaling pathway, Calcium signaling pathway, Pancreatic secretion"
"ATP2A2",-0.714,488,"HighConf","No","MedConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","cGMP-PKG signaling pathway, Thyroid hormone signaling pathway, Calcium signaling pathway, cAMP signaling pathway, Pancreatic secretion, Adrenergic signaling in cardiomyocytes"
"ATP2A3",-0.005,489,"HighConf","No","MedConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","cGMP-PKG signaling pathway, Calcium signaling pathway, Pancreatic secretion"
"ATP2B1",1.322,490,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ATP2B2",0.328,491,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ATP2B3",-1.573,492,"HighConf","No","MedConf","No","MedConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","cGMP-PKG signaling pathway, Calcium signaling pathway, cAMP signaling pathway, Pancreatic secretion, Adrenergic signaling in cardiomyocytes"
"ATP2B4",-0.34,493,"HighConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","cGMP-PKG signaling pathway, Calcium signaling pathway, cAMP signaling pathway, Pancreatic secretion, Adrenergic signaling in cardiomyocytes"
"ATP2C1",-1.227,27032,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ATP2C2",0.16,9914,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ATP4A",-0.479,495,"HighConf","No","MedConf","No","MedConf","Yes","HighConf","No","HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ATP4B",0.855,496,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0","No","0","No","0",NA
"ATP5A1",1.086,498,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ATP5B",-0.307,506,"HighConf","No","MedConf","No","MedConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf",NA
"ATP5C1",-0.968,509,"HighConf","No","MedConf","No","MedConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf",NA
"ATP5D",0.46,513,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ATP5E",-0.525,514,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ATP5F1",-0.27,515,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ATP5G1",-0.039,516,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ATP5G2",-0.236,517,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ATP5G3",0.656,518,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ATP5H",0.086,10476,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ATP5I",-0.507,521,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ATP5J",-0.385,522,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ATP5J2",-0.333,9551,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ATP5L",-0.001,10632,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ATP5O",-0.153,539,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ATP5S",-0.092,27109,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ATP5SL",0.565,55101,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ATP6AP1",-2.019,537,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ATP6AP1L",0.567,92270,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ATP6AP2",-1.004,10159,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ATP6V0A1",-0.419,535,"HighConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Synaptic vesicle cycle"
"ATP6V0A2",1.135,23545,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ATP6V0A4",-2.68,50617,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ATP6V0B",-0.032,533,"HighConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Synaptic vesicle cycle"
"ATP6V0C",-0.182,527,"HighConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Synaptic vesicle cycle"
"ATP6V0D1",0.51,9114,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ATP6V0D2",1.182,245972,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ATP6V0E1",-3.343,8992,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ATP6V0E2",-0.132,155066,"HighConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Synaptic vesicle cycle"
"ATP6V1A",-0.459,523,"HighConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","mTOR signaling pathway, Synaptic vesicle cycle"
"ATP6V1B1",0.616,525,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ATP6V1B2",-1.99,526,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ATP6V1C1",-0.647,528,"HighConf","No","MedConf","No","MedConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","mTOR signaling pathway, Synaptic vesicle cycle"
"ATP6V1C2",0.093,245973,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ATP6V1D",0.643,51382,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ATP6V1E1",0.765,529,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ATP6V1E2",1.067,90423,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ATP6V1F",-0.339,9296,"HighConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","mTOR signaling pathway, Synaptic vesicle cycle"
"ATP6V1G1",-0.135,9550,"HighConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","mTOR signaling pathway, Synaptic vesicle cycle"
"ATP6V1G2",0.706,534,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ATP6V1G3",-0.59,127124,"HighConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","mTOR signaling pathway, Synaptic vesicle cycle"
"ATP6V1H",-0.566,51606,"HighConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","mTOR signaling pathway, Synaptic vesicle cycle"
"ATP7A",-0.461,538,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ATP7B",0.329,540,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ATP8A1",-0.177,10396,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ATP8A2",0.178,51761,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ATP8B1",-0.361,5205,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
