"","EntrezID","GeneSymbol","GeneMappingID","ConfidenceCategory","Group","Pathway","Allnet.count","Ntwrk.all","NtwrkCount.PI3K-Akt signaling pathway","Ntwrk.PI3K-Akt signaling pathway","NtwrkCount.RNA transport","Ntwrk.RNA transport","NtwrkCount.NA","Ntwrk.NA","Total_Path_Hits.net.count"
"554",5071,"PARK2",17,"MedConf","Novel","Mitophagy - animal",9,"PSMA1, PSMC5, RPS27A, PSMA4, FBP1, PARK7, DNAJA1, STUB1, UBC",0,NA,0,NA,0,"",0
"555",11315,"PARK7",687,"MedConf","Novel",NA,2,"PARK2, UBC",0,NA,0,NA,0,"",0
"556",5073,"PARN",760,"MedConf","Novel",NA,7,"UBC, EIF4G1, EIF4A1, EIF4B, EXOSC4, EXOSC5, CXCL8",0,NA,3,"EIF4G1, EIF4B, EIF4A1",0,"",3
"557",142,"PARP1",319,"MedConf","Novel","NF-kappa B signaling pathway, Base excision repair, Apoptosis",7,"POLB, SMAD4, PCNA, RELA, UBE2I, SUMO3, UBC",1,"RELA",2,"UBE2I, SUMO3",0,"",3
"558",51585,"PCF11",823,"HighConf","Novel",NA,21,"SNRPD3, SRSF2, POLR2F, SRSF1, PHF5A, CD2BP2, SRRM1, HNRNPA2B1, POLR2J, SRSF3, SF3B6, SF3B2, HNRNPH1, CCAR1, SF3B1, YBX1, PTBP1, PAPOLA, HNRNPM, PRPF8, EFTUD2",0,NA,1,"SRRM1",0,"",1
"559",5111,"PCNA",45,"MedConf","Novel","Base excision repair, Cell cycle",29,"RPS27A, CCND3, CCND2, UBE2I, RAD51, ISG15, LIN52, CCNE1, LIN9, TOP2A, USP1, DAD1, CDC25C, PARP1, TBPL2, POLB, POLE, LIG1, POLD4, UBE2V2, MUTYH, ING1, NMI, POLD3, FAHD2B, MSH2, UBB, SUMO3, UBC",3,"CCNE1, CCND3, CCND2",2,"UBE2I, SUMO3",0,"",5
"560",5153,"PDE1B",553,"MedConf","Novel","Renin secretion",11,"AMPD1, NT5C, AK4, ENTPD4, AK7, GUCY2D, GNAI3, GUCY1B3, ITPA, DCK, HPRT1",0,NA,0,NA,0,"",0
"561",8654,"PDE5A",511,"MedConf","Novel",NA,6,"GUCY2D, NT5C, ENTPD4, HPRT1, ITPA, GUCY1B3",0,NA,0,NA,0,"",0
"562",5145,"PDE6A",569,"MedConf","Novel",NA,11,"ENTPD4, GNAT2, GNAO1, PDE6H, HPRT1, GUCY1B3, RGS9, NT5C, GUCY2D, ITPA, CNGA1",0,NA,0,NA,0,"",0
"563",5149,"PDE6H",564,"MedConf","Novel",NA,9,"PDE6A, ENTPD4, GNAT2, HPRT1, GUCY1B3, ITPA, GUCY2D, NT5C, RGS9",0,NA,0,NA,0,"",0
"564",5156,"PDGFRA",303,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Focal adhesion, Ras signaling pathway, Phospholipase D signaling pathway",15,"PIK3R3, SHC2, EPN1, EFNA2, FGF9, FGF12, FGF8, SH3GLB2, FGF10, CAV3, PDGFRB, STAT1, SH3GLB1, ITGAV, UBC",8,"PIK3R3, PDGFRB, ITGAV, FGF9, FGF8, FGF12, FGF10, EFNA2",0,NA,0,"",8
"565",5159,"PDGFRB",203,"HighConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Focal adhesion, Ras signaling pathway, Phospholipase D signaling pathway",21,"ARPC1B, ACTR2, PDGFRA, PIK3R3, SHC2, NFYC, EFNA2, FGF9, FGF12, FGF8, PLEKHO2, FGF10, STAT1, RAB5A, EGFR, RPS27A, NFYB, MAX, ITGAV, UBC, LRP1",9,"PIK3R3, PDGFRA, ITGAV, FGF9, FGF8, FGF12, FGF10, EGFR, EFNA2",0,NA,0,"",9
"566",2923,"PDIA3",651,"MedConf","Novel",NA,2,"CALR, UBC",0,NA,0,NA,0,"",0
"567",9601,"PDIA4",255,"MedConf","Novel","Thyroid hormone synthesis",2,"APOB, UBC",0,NA,0,NA,0,"",0
"568",9260,"PDLIM7",127,"MedConf","Novel",NA,4,"HSP90B1, C9orf172, RET, UBC",1,"HSP90B1",0,NA,0,"",1
"569",5170,"PDPK1",248,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Focal adhesion, Thyroid hormone signaling pathway, Aldosterone-regulated sodium reabsorption, Fc epsilon RI signaling pathway, T cell receptor signaling pathway, Sphingolipid signaling pathway, Platinum drug resistance, Apoptosis",11,"PIK3R3, GSK3A, PKN2, CARD11, TRAT1, RAP1A, GAB2, RELA, MAP3K7, CD28, IKBKB",4,"RELA, PKN2, PIK3R3, IKBKB",0,NA,0,"",4
"570",5037,"PEBP1",228,"MedConf","Novel",NA,5,"BIRC5, CDCA8, MAP2K6, IKBKB, UBC",1,"IKBKB",0,NA,0,"",1
"571",5196,"PF4",568,"MedConf","Novel","Cytokine-cytokine receptor interaction, Chemokine signaling pathway",14,"SERPING1, TGFB2, ALDOA, CCR8, A2M, CXCR4, IGF2, CXCL11, GNAO1, MAP2K6, CXCR5, GNAI3, CX3CR1, CXCR3",0,NA,0,NA,0,"",0
"572",5216,"PFN1",217,"MedConf","Novel","Regulation of actin cytoskeleton, Rap1 signaling pathway",3,"CFL1, VCL, UBC",0,NA,0,NA,0,"",0
"573",345456,"PFN3",820,"MedConf","Novel","Regulation of actin cytoskeleton, Rap1 signaling pathway",1,"VCL",0,NA,0,NA,0,"",0
"574",5224,"PGAM2",575,"MedConf","Novel",NA,6,"DERA, TKTL2, UBB, UBC, SH3GLB1, ALDOA",0,NA,0,NA,0,"",0
"575",192111,"PGAM5",119,"MedConf","Novel","TNF signaling pathway, Mitophagy - animal",3,"BCL2L1, DNM1L, UBC",1,"BCL2L1",0,NA,0,"",1
"576",1912,"PHC2",433,"HighConf","Novel",NA,6,"SCML2, MAPKAPK3, SUZ12, BUB1B, HDAC2, EZH1",0,NA,0,NA,0,"",0
"577",57649,"PHF12",273,"MedConf","Novel",NA,9,"MBD3, SIN3B, PHF21A, HDAC2, MORF4L1, MTA2, CHD4, SIN3A, HDAC4",0,NA,0,NA,0,"",0
"578",51230,"PHF20",838,"MedConf","Novel",NA,6,"WDR5, HCFC1, MAX, TAF1, OGT, TAF4",0,NA,0,NA,0,"",0
"579",51317,"PHF21A",712,"MedConf","Novel",NA,8,"HDAC4, PHF12, MORF4L1, CHD4, MBD3, HDAC2, SIN3A, MTA2",0,NA,0,NA,0,"",0
"580",84844,"PHF5A",191,"HighConf","Novel","Spliceosome",22,"SRSF1, SRSF3, CCAR1, HNRNPM, PAPOLA, PCF11, POLR2F, SNRPD3, SRSF2, CD2BP2, EFTUD2, SF3B2, UBC, HNRNPA2B1, POLR2J, SF3B1, SF3B6, YBX1, PRPF8, HNRNPH1, PTBP1, SRRM1",0,NA,1,"SRRM1",0,"",1
"581",5286,"PIK3C2A",588,"MedConf","Novel",NA,4,"INPP4B, ITGAV, PIP5K1C, UBC",1,"ITGAV",0,NA,0,"",1
"582",8503,"PIK3R3",327,"HighConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Toll-like receptor signaling pathway, Regulation of actin cytoskeleton, Rap1 signaling pathway, TNF signaling pathway, cAMP signaling pathway, Leukocyte transendothelial migration, Chemokine signaling pathway, Osteoclast differentiation, Focal adhesion, AGE-RAGE signaling pathway in diabetic complications, Ras signaling pathway, Relaxin signaling pathway, Thyroid hormone signaling pathway, Aldosterone-regulated sodium reabsorption, Fc gamma R-mediated phagocytosis, Fc epsilon RI signaling pathway, T cell receptor signaling pathway, Sphingolipid signaling pathway, Jak-STAT signaling pathway, Platinum drug resistance, Phospholipase D signaling pathway, Apoptosis, Platelet activation",22,"FLT4, GNG10, INPP4B, PDPK1, ITGAM, LAT, SYK, MRAS, GNAO1, CDC42, GNG3, CD28, PDGFRB, PIP5K1C, RAP1A, ITGB1, GP1BA, GAB2, NGFR, GNAI3, PDGFRA, EGFR",10,"SYK, PDPK1, PDGFRB, PDGFRA, NGFR, ITGB1, GNG3, GNG10, FLT4, EGFR",0,NA,0,"",10
"583",23396,"PIP5K1C",296,"MedConf","Novel","Regulation of actin cytoskeleton, Focal adhesion, Fc gamma R-mediated phagocytosis, Phospholipase D signaling pathway",9,"PIK3R3, CTNND1, PLXNA1, PIK3C2A, INPP5K, INPP5J, INPP4B, VCL, UBC",1,"PIK3R3",0,NA,0,"",1
"584",5586,"PKN2",642,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway",2,"UBC, PDPK1",1,"PDPK1",0,NA,0,"",1
"585",5321,"PLA2G4A",443,"MedConf","Novel","MAPK signaling pathway, Ras signaling pathway, Serotonergic synapse, Fc gamma R-mediated phagocytosis, Ether lipid metabolism, Long-term depression, Fc epsilon RI signaling pathway, GnRH signaling pathway, Phospholipase D signaling pathway, Platelet activation",14,"GNA11, PAFAH1B3, PLA2G6, CEPT1, LPCAT4, ALOX15, PAFAH2, ENPP6, SYK, GNAI3, UBC, GNA15, PNPLA7, GNAO1",1,"SYK",0,NA,0,"",1
"586",283748,"PLA2G4D",541,"MedConf","Novel","MAPK signaling pathway, Ras signaling pathway, Serotonergic synapse, Fc gamma R-mediated phagocytosis, Ether lipid metabolism, Long-term depression, Fc epsilon RI signaling pathway, GnRH signaling pathway, Phospholipase D signaling pathway, Platelet activation",10,"CEPT1, LPCAT4, ALOX15, PAFAH2, ENPP6, GNAI3, GNAO1, PNPLA7, GNA11, PAFAH1B3",0,NA,0,NA,0,"",0
"587",8398,"PLA2G6",540,"MedConf","Novel","Ras signaling pathway, Fc gamma R-mediated phagocytosis, Ether lipid metabolism",10,"CEPT1, LPCAT4, ALOX15, PAFAH2, ENPP6, GNA11, PAFAH1B3, PLA2G4A, PNPLA7, HADHA",0,NA,0,NA,0,"",0
"588",144100,"PLEKHA7",725,"MedConf","Novel",NA,1,"CTNND1",0,NA,0,NA,0,"",0
"589",80301,"PLEKHO2",750,"HighConf","Novel","Cytokine-cytokine receptor interaction",2,"PDGFRB, UBC",1,"PDGFRB",0,NA,0,"",1
"590",5347,"PLK1",139,"MedConf","Novel","Cell cycle",55,"LIN52, LIN9, CDC42, TUBA1A, RAD21, TUBA4A, BIRC5, CDC25B, NUP43, BUB1B, CDC25C, CENPH, ITGB3BP, DYNC1H1, CEP152, RANGAP1, CENPO, CENPP, RANBP2, SKA3, PSMF1, KIF18A, CDCA8, DYNLL1, DYNC1I2, PRKAR2B, MYBL2, CEP250, PSMD2, PSMC4, PSMB5, PSMC2, PSMA3, MIS12, PSMA4, PSMD11, PSMB4, PSMD12, PSMD6, UBC, CCNB2, PSMA7, PSMB2, RPS27A, YWHAG, PSMC5, PSMA1, PSMA6, PSMD7, PSMD1, UBB, PSMA5, PSMD3, PSMC1, PSMB1",1,"YWHAG",3,"RANGAP1, RANBP2, NUP43",0,"",4
"591",8985,"PLOD3",322,"HighConf","Novel","Lysine degradation",7,"EHMT1, ASH1L, SUV39H2, SETMAR, SUV420H1, UBC, P4HB",0,NA,0,NA,0,"",0
"592",5356,"PLRG1",81,"MedConf","Novel","Spliceosome",10,"PRPF8, SNRPD3, XAB2, SF3B2, SNW1, SF3B1, BCAS2, CCDC94, UBC, CDC5L",0,NA,0,NA,0,"",0
"593",5359,"PLSCR1",697,"MedConf","Novel",NA,2,"UBC, EGFR",1,"EGFR",0,NA,0,"",1
"594",5361,"PLXNA1",461,"HighConf","Novel",NA,3,"NRP2, PIP5K1C, UBC",0,NA,0,NA,0,"",0
"595",5366,"PMAIP1",718,"HighConf","Novel","Platinum drug resistance, Apoptosis",3,"BCL2L1, MAX, UBC",1,"BCL2L1",0,NA,0,"",1
"596",5368,"PNOC",459,"MedConf","Novel",NA,26,"CXCL11, HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, OPRM1, AGT, NPY, CXCR5, CXCL8, CXCR3, DRD2, NMUR2, CXCR4, CXCL13, C5, MTNR1B, GNAI3, CCR8",1,"CHRM2",0,NA,0,"",1
"597",375775,"PNPLA7",439,"HighConf","Novel",NA,5,"PLA2G4A, PLA2G6, PLA2G4D, JMJD7-PLA2G4B, LPCAT4",0,NA,0,NA,0,"",0
"598",23509,"POFUT1",872,"HighConf","Novel",NA,1,"NOTCH4",0,NA,0,NA,0,"",0
"599",5423,"POLB",370,"MedConf","Novel","Base excision repair",8,"SKA3, KIF18A, POLD4, POLD3, KIF4A, PCNA, BIRC5, PARP1",0,NA,0,NA,0,"",0
"600",10714,"POLD3",753,"MedConf","Novel","Base excision repair",7,"ITPA, PCNA, POLD4, POLE, UBC, POLB, LIG1",0,NA,0,NA,0,"",0
"601",57804,"POLD4",409,"HighConf","Novel","Base excision repair",8,"ITPA, ALAS1, POLD3, POLB, PCNA, POLE, LIG1, UBC",0,NA,0,NA,0,"",0
"602",84271,"POLDIP3",214,"MedConf","Novel",NA,5,"THOC2, MCM3AP, IPO5, EIF4G1, UBC",0,NA,2,"THOC2, EIF4G1",0,"",2
"603",5426,"POLE",404,"MedConf","Novel","Base excision repair",8,"POLD4, ITPA, ANKRD32, POLD3, MCM8, UBC, PCNA, MSH2",0,NA,0,NA,0,"",0
"604",5435,"POLR2F",167,"HighConf","Novel",NA,32,"MED26, POLR2J, HNRNPA2B1, HNRNPH1, PTBP1, SRSF2, YBX1, PHF5A, SRSF1, SRSF3, MED10, CCAR1, HNRNPM, GUCY1B3, POU2F1, ITPA, PAPOLA, GUCY2D, PCF11, XAB2, SF3B1, SF3B2, TAF1, EFTUD2, PRPF8, TWISTNB, SNRPD3, SF3B6, TAF4, TAF12, SRRM1, CD2BP2",0,NA,1,"SRRM1",0,"",1
"605",5439,"POLR2J",182,"HighConf","Novel",NA,30,"HNRNPA2B1, HNRNPH1, PTBP1, SRSF2, YBX1, PHF5A, SRSF1, SRSF3, CCAR1, HNRNPM, GUCY1B3, ITPA, PAPOLA, GUCY2D, PCF11, TAF12, SF3B2, SRRM1, TAF1, SNRPD3, TAF4, SF3B1, EFTUD2, POLR2F, XAB2, MED26, SF3B6, PRPF8, UBC, CD2BP2",0,NA,1,"SRRM1",0,"",1
"606",51371,"POMP",24,"HighConf","Novel","Proteasome",13,"PSMB4, PSMB1, PSMB2, PSMC2, PSMA4, PSMA6, PSMB5, PSMA5, PSMA2, PSMA1, PSMA7, UBC, PSMA3",0,NA,0,NA,0,"",0
"607",5447,"POR",614,"HighConf","Novel",NA,2,"UBC, UBB",0,NA,0,NA,0,"",0
"608",5451,"POU2F1",421,"HighConf","Novel",NA,6,"IL3, PRL, POLR2F, UBC, SP1, HCFC1",2,"PRL, IL3",0,NA,0,"",2
"609",5464,"PPA1",558,"MedConf","Novel",NA,5,"ATP6V0A4, UBC, ATP12A, ATP6V1B2, TCIRG1",0,NA,0,NA,0,"",0
"610",8611,"PPAP2A",556,"HighConf","Novel",NA,7,"ASAH1, CERS3, SGPP2, SMPD2, SGPL1, CEPT1, DGAT2",0,NA,0,NA,0,"",0
"611",10465,"PPIH",635,"MedConf","Novel","Spliceosome",1,"UBC",0,NA,0,NA,0,"",0
"612",5516,"PPP2CB",58,"HighConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Long-term depression, Adrenergic signaling in cardiomyocytes, Sphingolipid signaling pathway, Dopaminergic synapse",18,"RELA, PPP4R2, PPP2R5A, YAP1, PPP2R5E, CACNA1C, DRD2, CACNB4, CACNA2D1, PPP4C, CTTNBP2, JAM3, CACNA2D2, CNEP1R1, UBB, RPS27A, CCT2, UBC",3,"RELA, PPP2R5E, PPP2R5A",0,NA,0,"",3
"613",5525,"PPP2R5A",291,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Adrenergic signaling in cardiomyocytes, Sphingolipid signaling pathway, Dopaminergic synapse",13,"WNT3A, CACNA1C, DRD2, GSK3A, CACNB4, CACNA2D1, PPP4C, CACNA2D2, CNEP1R1, PPP4R2, UBC, PPP2CB, MAX",1,"PPP2CB",0,NA,0,"",1
"614",5529,"PPP2R5E",358,"HighConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Adrenergic signaling in cardiomyocytes, Sphingolipid signaling pathway, Dopaminergic synapse",7,"CACNA1C, DRD2, CACNB4, CACNA2D1, CACNA2D2, PPP2CB, UBC",1,"PPP2CB",0,NA,0,"",1
"615",5531,"PPP4C",573,"HighConf","Novel",NA,6,"CNEP1R1, UBC, CCT2, PPP2R5A, PPP2CB, PPP4R2",2,"PPP2R5A, PPP2CB",0,NA,0,"",2
"616",151987,"PPP4R2",290,"MedConf","Novel",NA,5,"PPP2R5A, PPP4C, CNEP1R1, UBC, PPP2CB",2,"PPP2R5A, PPP2CB",0,NA,0,"",2
"617",144165,"PRICKLE1",6,"MedConf","Novel",NA,25,"PSMD6, PSMC1, PSMA6, PSMA7, PSMD12, PSMD7, PSMA5, PSMA3, PSMD11, PSMD2, PSMA1, PSMC4, PSMC5, PSMB5, PSMD3, PSMB4, PSMB1, PSMD1, PSMB2, PSMC2, RPS27A, PSMA4, PSMF1, UBC, UBB",0,NA,0,NA,0,"",0
"618",5577,"PRKAR2B",413,"MedConf","Novel",NA,22,"EDN1, CEP250, PXN, CDC25C, STMN1, CEP152, TUBA4A, DYNLL1, CFTR, ADRB2, UBC, CREB1, AGT, ITGB1, TUBA1A, KCNB1, BCL2L1, ITGA1, DYNC1H1, YWHAG, DYNC1I2, PLK1",5,"YWHAG, ITGB1, ITGA1, CREB1, BCL2L1",0,NA,0,"",5
"619",5587,"PRKD1",70,"MedConf","Novel","Rap1 signaling pathway",5,"GNB2L1, JUN, RAP1A, ITGAM, ITGB1",1,"ITGB1",0,NA,0,"",1
"620",5613,"PRKX",353,"HighConf","Novel",NA,27,"CACNA1C, GNG10, ATP1B3, GRIN3A, CACNB4, CACNA2D1, KCNQ1, ATP1A3, MYLK2, GUCY2D, ATP1B2, CREB3, GRIN2D, GRIN3B, CACNA2D2, ATP1B4, CDC25C, ARHGDIB, GNAO1, KCNB1, CREB1, GNAI3, GNG3, KCNE1, ITGB1, CFTR, RAP1A",5,"ITGB1, GNG3, GNG10, CREB3, CREB1",0,NA,0,"",5
"621",5617,"PRL",592,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Neuroactive ligand-receptor interaction, Jak-STAT signaling pathway",10,"SEMG1, ODAM, MFGE8, FGA, CNTFR, IL21R, IL12RB2, POU2F1, IL3RA, TTR",1,"IL3RA",0,NA,0,"",1
"622",5621,"PRNP",586,"MedConf","Novel",NA,4,"NCAM1, LAMA5, HSPA5, DNAJB6",1,"LAMA5",0,NA,0,"",1
"623",84432,"PROK1",515,"HighConf","Novel",NA,20,"TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, GNRH2, KISS1, KALRN, BDKRB1, NMS, AGT, EDN1, TACR1, NMUR2, GNA15, AVPR1A, TACR3, GNA11, ADRBK1",0,NA,0,NA,0,"",0
"624",84950,"PRPF38A",660,"HighConf","Novel","Spliceosome",5,"RBM39, SRSF3, SRPK2, MFAP1, SRPK1",0,NA,0,NA,0,"",0
"625",10594,"PRPF8",82,"MedConf","Novel","Spliceosome",33,"SNRPD3, XAB2, SF3B2, SNW1, SF3B1, LUC7L, LSM6, EFTUD2, SF3B6, SRRM1, CD2BP2, POLR2F, POLR2J, HNRNPA2B1, HNRNPH1, PTBP1, SRSF2, YBX1, PHF5A, SRSF1, SRSF3, CCAR1, HNRNPM, PAPOLA, UBL5, LSM4, BCAS2, DDX3X, PCF11, MFAP1, CDC5L, UBC, PLRG1",0,NA,1,"SRRM1",0,"",1
"626",5682,"PSMA1",19,"MedConf","Novel","Proteasome",36,"PSMC4, PSMC5, PSMB5, POMP, PSMD3, PSMB4, PSMB1, PSMD1, PSMB2, PSMC2, RPS27A, PSMA4, PLK1, EIF4G1, SEC61A1, BUB1B, OAZ3, PSMF1, KLHL8, GMNN, HECW1, PSMA6, PARK2, PSMA5, PSMA7, PSMD12, PSMC1, UBB, PSMD7, PRICKLE1, PSMA2, UBC, PSMD2, PSMD11, PSMA3, PSMD6",0,NA,1,"EIF4G1",0,"",1
"627",5683,"PSMA2",11,"HighConf","Novel","Proteasome",26,"PSMD12, PSMD7, PSMA5, PSMA3, PSMD11, PSMD2, PSMA1, PSMC4, PSMC5, PSMB5, POMP, PSMD3, PSMB4, PSMB1, PSMD1, PSMB2, PSMC2, PSMA4, PSMF1, KLHL8, PSMC1, PSMD6, PSMA7, UBC, VCP, PSMA6",0,NA,0,NA,0,"",0
"628",5684,"PSMA3",15,"MedConf","Novel","Proteasome",38,"PSMD11, PSMD2, PSMA1, PSMC4, PSMC5, PSMB5, POMP, PSMD3, PSMB4, PSMB1, PSMD1, PSMB2, PSMC2, RPS27A, PSMA4, PLK1, EIF4G1, SEC61A1, BIRC5, BUB1B, OAZ3, PSMF1, CDCA8, KLHL8, GMNN, HECW1, PSMD6, PSMA5, PSMA6, PSMA7, PSMD12, UBB, STUB1, PSMA2, UBC, PRICKLE1, PSMD7, PSMC1",0,NA,1,"EIF4G1",0,"",1
"629",5685,"PSMA4",138,"HighConf","Novel","Proteasome",37,"PLK1, EIF4G1, SEC61A1, BUB1B, OAZ3, PSMF1, GMNN, HECW1, PSMD7, PSMA1, PSMD6, PSMB1, UBC, PSMA3, PSMC1, PSMD11, POMP, PSMD2, PSMD3, PSMA7, PSMA5, PARK2, PSMB4, RPS27A, PSMA6, PRICKLE1, PSMA2, PSMC4, PSMC5, PSMD12, PSMC2, UBB, WDR5, WDR5B, PSMB2, PSMB5, PSMD1",0,NA,1,"EIF4G1",0,"",1
"630",5686,"PSMA5",14,"MedConf","Novel","Proteasome",36,"PSMA3, PSMD11, PSMD2, PSMA1, PSMC4, PSMC5, PSMB5, POMP, PSMD3, PSMB4, PSMB1, PSMD1, PSMB2, PSMC2, RPS27A, PSMA4, PLK1, EIF4G1, SEC61A1, CDX2, BUB1B, OAZ3, PSMF1, KLHL8, GMNN, HECW1, UBC, PRICKLE1, PSMD7, PSMA2, PSMC1, PSMD12, UBB, PSMA6, PSMD6, PSMA7",0,NA,1,"EIF4G1",0,"",1
"631",5687,"PSMA6",9,"HighConf","Novel","Proteasome",36,"PSMA7, PSMA2, PSMD12, PSMD7, PSMA5, PSMA3, PSMD11, PSMD2, PSMA1, PSMC4, PSMC5, PSMB5, POMP, PSMD3, PSMB4, PSMB1, PSMD1, PSMB2, PSMC2, RPS27A, COPS5, PSMA4, PLK1, EIF4G1, SEC61A1, BUB1B, COPS2, OAZ3, PSMF1, GMNN, HECW1, UBB, UBC, PSMC1, PRICKLE1, PSMD6",0,NA,1,"EIF4G1",0,"",1
"632",5688,"PSMA7",10,"HighConf","Novel","Proteasome",37,"PSMA2, PSMD12, PSMD7, PSMA5, PSMA3, PSMD11, PSMD2, PSMA1, PSMC4, PSMC5, PSMB5, POMP, PSMD3, PSMB4, PSMB1, PSMD1, PSMB2, PSMC2, RPS27A, PSMA4, PLK1, EIF4G1, ARPC1B, ACTR2, SEC61A1, BUB1B, OAZ3, PSMF1, KLHL8, GMNN, HECW1, PSMA6, UBB, PRICKLE1, UBC, PSMC1, PSMD6",0,NA,1,"EIF4G1",0,"",1
"633",5689,"PSMB1",27,"HighConf","Novel","Proteasome",34,"PSMD1, PSMB2, PSMC2, RPS27A, PSMA4, PLK1, EIF4G1, SEC61A1, BUB1B, OAZ3, PSMF1, GMNN, HECW1, PSMA1, PSMA3, PSMD12, PSMA2, PSMA7, PSMA5, PSMC1, PSMD6, PRICKLE1, PSMB4, UBC, PSMC5, PSMD7, POMP, PSMB5, PSMA6, UBB, PSMD2, PSMC4, PSMD3, PSMD11",0,NA,1,"EIF4G1",0,"",1
"634",5690,"PSMB2",29,"HighConf","Novel","Proteasome",35,"PSMC2, RPS27A, PSMA4, PLK1, EIF4G1, SEC61A1, BUB1B, OAZ3, PSMF1, GMNN, HECW1, PSMA3, PSMA6, UBB, PSMC5, PSMB1, PSMD1, PRICKLE1, PSMD7, PSMC1, PSMD11, PSMB5, PSMA1, PSMA7, PSMD3, PSMD12, POMP, PSMB4, PSMD6, PSMC4, PSMA5, UBC, VCP, PSMA2, PSMD2",0,NA,1,"EIF4G1",0,"",1
"635",5692,"PSMB4",26,"HighConf","Novel","Proteasome",35,"PSMB1, PSMD1, PSMB2, PSMC2, RPS27A, PSMA4, PLK1, EIF4G1, SEC61A1, BUB1B, OAZ3, PSMF1, GMNN, HECW1, PSMC1, PSMC5, PSMA7, PRICKLE1, PSMA1, SMAD1, PSMC4, PSMA5, PSMD11, PSMA3, PSMD7, PSMD6, PSMD2, UBC, POMP, PSMD3, PSMB5, PSMA2, UBB, PSMD12, PSMA6",0,NA,1,"EIF4G1",0,"",1
"636",5693,"PSMB5",22,"MedConf","Novel","Proteasome",34,"POMP, PSMD3, PSMB4, PSMB1, PSMD1, PSMB2, PSMC2, RPS27A, PSMA4, PLK1, EIF4G1, SEC61A1, BUB1B, OAZ3, PSMF1, GMNN, HECW1, PSMA7, PSMD11, PSMC4, PSMD6, PSMA2, PSMD7, PSMC1, UBC, PSMA3, PSMC5, PSMA5, PRICKLE1, PSMD2, PSMA6, UBB, PSMD12, PSMA1",0,NA,1,"EIF4G1",0,"",1
"637",5700,"PSMC1",8,"HighConf","Novel","Proteasome",38,"PSMA6, PSMA7, PSMA2, PSMD12, PSMD7, PSMA5, PSMA3, PSMD11, PSMD2, PSMA1, PSMC4, PSMC5, PSMB5, PSMD3, PSMB4, PSMB1, PSMD1, PSMB2, PSMC2, SIN3A, RPS27A, PSMA4, PLK1, EIF4G1, SEC61A1, BUB1B, COPS2, OAZ3, NR4A1, PSMF1, PAAF1, SIN3B, GMNN, HECW1, PSMD6, UBB, UBC, PRICKLE1",1,"NR4A1",1,"EIF4G1",0,"",2
"638",5701,"PSMC2",39,"HighConf","Novel","Proteasome",38,"SIN3A, RPS27A, PSMA4, PLK1, EIF4G1, SEC61A1, BUB1B, OAZ3, PSMF1, PAAF1, UBQLN4, SIN3B, GMNN, HECW1, PSMD1, PSMA5, PSMD2, PSMB4, POMP, PSMA6, PRICKLE1, PSMC5, UBB, PSMD7, PSMD6, PSMA7, PSMB2, PSMC1, PSMA3, PSMD3, PSMC4, PSMD12, PSMA1, PSMD11, PSMB5, UBC, PSMA2, PSMB1",0,NA,1,"EIF4G1",0,"",1
"639",5704,"PSMC4",20,"MedConf","Novel","Proteasome",36,"PSMC5, PSMB5, PSMD3, PSMB4, PSMB1, PSMD1, PSMB2, PSMC2, RPS27A, PSMA4, PLK1, EIF4G1, SEC61A1, CDX2, BUB1B, EIF4A1, OAZ3, PSMF1, PAAF1, GMNN, HECW1, PRICKLE1, PSMD11, PSMA2, PSMC1, PSMD2, PSMA5, PSMA7, PSMD7, PSMD6, UBB, PSMA3, PSMA6, UBC, PSMD12, PSMA1",0,NA,2,"EIF4G1, EIF4A1",0,"",2
"640",5705,"PSMC5",21,"HighConf","Novel","Proteasome",37,"PSMB5, PSMD3, PSMB4, PSMB1, PSMD1, PSMB2, PSMC2, RPS27A, SP1, PSMA4, PLK1, EIF4G1, SEC61A1, BUB1B, COPS2, OAZ3, PSMF1, PAAF1, GMNN, HECW1, PARK2, PSMA6, PSMA7, PSMD12, PRICKLE1, PSMA2, PSMA1, PSMD11, PSMA5, PSMD2, PSMC1, PSMC4, PSMD7, PSMD6, UBC, UBB, PSMA3",0,NA,1,"EIF4G1",0,"",1
