"GeneSymbol","Replicate1","X","EntrezID","Zscore","NetworkDegree","Exp_Stat_Value","KEGGdb","LowestCSAscore","LowestCSAscoreCorrected","ZSdes","NAdes","CSAdes","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","Pathway"
"CCDC174",0,9693,51244,1.169,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC176",0,15098,80127,-0.884,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC178",0,7778,374864,-0.298,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC18",0,7368,343099,1.408,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC181",0,12284,57821,1.064,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC183",0.5,16321,84960,-1.154,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC184",0,8013,387856,0.58,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC185",0.5,3209,164127,-1.697,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC186",0,10839,55088,0.719,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC22",0,6501,28952,-0.328,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC23",0,7796,374969,-0.862,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC24",0,2707,149473,0.523,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC25",1,10988,55246,-2.149,0,1,"Absent",1,1,"HitbyZS","HitbyNA","HitbyCSA","HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"CCDC27",0,2682,148870,0.673,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC28A",0,5368,25901,1.109,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC28B",0,14630,79140,-0.102,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC3",0,15661,83643,-0.736,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC30",0,14134,728621,0.788,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC33",0.5,15097,80125,-2.107,6,1,"Absent",0.004,0.004,"HitbyZS","HitbyNA","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC34",0,17085,91057,1.162,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC36",1,7251,339834,-2.718,0,1,"Absent",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA","HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"CCDC37",0,7511,348807,0.728,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC38",0,1585,120935,-0.726,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC42",0,2567,146849,0.061,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC43",0,1729,124808,1.247,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC47",0,11840,57003,1.144,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC50",0,2838,152137,0.899,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC51",0,14831,79714,-0.209,0,1,"Absent",0.136,0.136,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC53",0,9512,51019,0.378,0,1,"Absent",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCDC54",0,16162,84692,0.575,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC57",0,6239,284001,0,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC58",0,2032,131076,-0.375,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC59",0.5,6567,29080,-1.866,2,1,"Absent",1,1,"0","HitbyNA","HitbyCSA",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC6",0,15184,8030,-0.54,0,1,"Present",0.972,0.972,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC60",0,3087,160777,-0.839,0,0,"Absent",0.151,0.151,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC61",0,14155,729440,-0.425,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC62",0,16137,84660,1.316,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC63",0,3086,160762,0.533,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC64",0,17343,92558,-0.299,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC65",0,16472,85478,0.92,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC66",0,6372,285331,2.444,0,1,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC67",0,3060,159989,-0.122,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC68",0,15204,80323,1.924,0,1,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC69",0,5538,26112,0.445,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC7",0,14854,79741,-0.454,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC70",0,15586,83446,0.742,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC71",0,13329,64925,1.158,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC71L",0,3309,168455,-0.844,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC73",0,9271,493860,0.965,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC74A",0,16998,90557,-0.842,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC74B",0,17147,91409,-0.624,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC77",0,15988,84318,-0.257,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC78",1,1695,124093,-2.992,0,1,"Absent",0.434,0.434,"HitbyZS","HitbyNA","HitbyCSA","HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"CCDC8",0,15788,83987,-0.674,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC80",0,2821,151887,-0.398,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC81",0.5,12615,60494,-1.193,0,1,"Absent",0.973,0.973,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC82",0,14882,79780,-0.999,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC83",0,4063,220047,0.285,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC84",0,7185,338657,0.951,0,1,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC85A",0,1282,114800,0.451,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC85B",1,872,11007,-3.198,28,1,"Absent",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA","HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"CCDC86",0,14603,79080,-0.923,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC87",0,10976,55231,0.75,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC88A",0.5,11293,55704,-1.692,4,1,"Absent",0.906,0.906,"0","HitbyNA","HitbyCSA",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC88B",0,6161,283234,1.273,0,1,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC88C",0,8834,440193,0.277,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC89",0,4080,220388,0.645,0,1,"Absent",0.909,0.909,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC9",0.5,5529,26093,-1.629,0,1,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC90B",0,12613,60492,-0.014,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC91",0,11040,55297,0.688,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC92",0,15147,80212,2.097,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC93",0.5,10452,54520,-1.788,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC94",0.5,11291,55702,-1.887,0,1,"Absent",0.589,0.589,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC96",0,5252,257236,-0.244,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC97",0.5,16944,90324,-1.018,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCER1",0,3599,196477,0.176,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCHCR1",0,10461,54535,1.032,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCIN",0,16694,881,-0.259,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCK",0,16731,885,-0.694,0,0,"Absent",0.972,0.972,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCKAR",0,16741,886,0.309,0,0,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCKBR",0,16748,887,0.573,0,0,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCL1",0,12845,6346,2.111,0,1,"Present",1.155,1.155,"0","0","0",NA,"No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL11",0,12854,6356,-0.545,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL13",0.5,12855,6357,-1.62,0,1,"Present",1,1,"0","0","0",NA,"Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL14",0,12856,6358,0.656,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL15",0.5,12857,6359,-1.202,0,1,"Present",0.953,0.953,"0","0","0",NA,"No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL16",0,12859,6360,0.682,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL17",0,12860,6361,0.369,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL18",0.5,12861,6362,-1.214,0,1,"Present",0.972,0.972,"0","0","0",NA,"No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL19",0,12862,6363,1.086,0,1,"Present",1,1,"0","0","0",NA,"Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL2",0,12846,6347,-0.747,0,1,"Present",1,1,"0","0","0",NA,"Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL20",0,12863,6364,1.225,0,1,"Present",1,1,"0","0","0",NA,"Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL21",0,12864,6366,0.323,0,1,"Present",1,1,"0","0","0",NA,"Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL22",0,12865,6367,-0.303,0,1,"Present",0.347,0.347,"0","0","0",NA,"No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL23",0,12866,6368,0.181,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL24",0,12867,6369,-0.184,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL25",0,12869,6370,1.671,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL26",0,322,10344,0.369,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL27",0,741,10850,0.538,0,0,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL28",0,11653,56477,-0.52,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL3",0.5,12847,6348,-1.643,1,1,"Present",1,1,"0","HitbyNA","HitbyCSA",NA,"Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL3L1",0,12848,6349,0.027,0,1,"Present",1,1,"0","0","0",NA,"Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL3L3",0,8623,414062,-0.208,0,1,"Present",1,1,"0","0","0",NA,"Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL4",0,12850,6351,-0.204,0,1,"Present",1,1,"0","0","0",NA,"Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL4L1",0,8041,388372,0.682,0,1,"Present",1,1,"0","0","0",NA,"Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL4L2",0,17716,9560,-0.556,0,1,"Present",1,1,"0","0","0",NA,"Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL5",0,12851,6352,0.083,0,1,"Present",1,1,"0","0","0",NA,"Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL7",1,12852,6354,-2.185,0,1,"Present",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA","HighConf","No","MedConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","IL-17 signaling pathway, Chemokine signaling pathway"
"CCL8",0,12853,6355,0.67,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCM2",0,15646,83605,0.14,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCM2L",0,2343,140706,-0.063,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCNA1",0,16780,8900,-0.373,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCNA2",0,16779,890,0.078,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCNB1",0,16787,891,-0.778,0,1,"Present",0.972,0.972,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCNB1IP1",0,12283,57820,0.663,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCNB2",0.5,17131,9133,-1.703,3,1,"Present",0.434,0.434,"0","HitbyNA","HitbyCSA",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCNB3",0,16439,85417,-0.18,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCNC",0,16796,892,0.628,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCND1",0,12517,595,1.419,0,1,"Present",1,1,"0","0","0",NA,"Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCND2",1,16811,894,-2.086,4,1,"Present",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA","HighConf","No","MedConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","PI3K-Akt signaling pathway, Jak-STAT signaling pathway, Focal adhesion"
"CCND3",1,16817,896,-2.337,6,1,"Present",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA","HighConf","No","MedConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","PI3K-Akt signaling pathway, Jak-STAT signaling pathway, Focal adhesion"
"CCNDBP1",0,4882,23582,-0.528,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCNE1",0.5,16839,898,-1.362,8,1,"Present",1,1,"0","HitbyNA","HitbyCSA",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCNE2",0,17132,9134,0.181,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCNF",0,16870,899,-0.498,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCNG1",0,16890,900,0.224,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCNG2",0,16901,901,-0.938,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCNH",0,16918,902,0.009,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCNI",0,855,10983,0.766,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCNI2",0,13173,645121,0.531,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCNJ",0,10507,54619,-0.515,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
