"GeneSymbol","EntrezID","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","replicate1","replicate2","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","KEGG.5","KEGG.class.iteration5","Network.5","Network.class.iteration5","Pathway"
"DCHS2",54798,6,0.10897,0.30073,0.985197,6248,4,-8.341,0.026567,0.02814,0.986119,587,1,-8.341,0,0.5,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"DCK",1633,6,0.44693,0.69289,0.999804,14246,2,-4.3822,0.037418,0.038527,0.986119,816,1,-4.3822,0,0.5,"MedConf","No","MedConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Metabolic pathways, Purine metabolism, Pyrimidine metabolism"
"DCLK1",9201,6,0.029991,0.10904,0.902473,2388,5,-8.7024,0.84609,0.84616,0.999987,18067,0,-8.7024,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DCLK2",166614,6,0.25386,0.50637,0.999804,10448,3,-6.5072,0.21736,0.21746,0.993573,4696,0,-6.5072,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DCLK3",85443,5,0.036719,0.12299,0.903593,2798,3,-8.0971,0.85447,0.85438,0.999987,18266,0,-8.0971,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DCLRE1A",9937,6,0.25548,0.50845,0.999804,10499,3,-7.9998,0.69659,0.69638,0.999987,14961,0,-7.9998,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DCLRE1B",64858,6,0.16219,0.3811,0.996564,7930,4,-8.0909,0.0099462,0.012483,0.973237,262,1,-8.0909,0,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"DCLRE1C",64421,6,0.22506,0.46858,0.999804,9697,3,-7.9021,0.18435,0.18446,0.993573,3990,0,-7.9021,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DCN",1634,6,0.18563,0.41455,0.999616,8651,3,-7.8476,0.085967,0.086025,0.986119,1869,0,-7.8476,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DCP1B",196513,6,0.035866,0.12554,0.903593,2758,5,-8.6624,0.94467,0.94465,0.999987,20297,0,-8.6624,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DCP2",167227,6,0.12218,0.32148,0.98903,6701,2,-3.5897,0.15898,0.1592,0.993573,3447,0,-3.5897,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DCPS",28960,6,0.94549,0.96269,0.999804,20591,1,-6.786,0.23767,0.23766,0.993573,5135,0,-6.786,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DCST1",149095,6,0.50864,0.73784,0.999804,15237,3,-7.6889,0.72351,0.72343,0.999987,15576,0,-7.6889,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DCST2",127579,6,0.012014,0.052855,0.854378,1164,3,-8.2859,0.44355,0.44363,0.99953,9549,0,-8.2859,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DCSTAMP",81501,6,0.26538,0.52116,0.999804,10719,4,-8.0451,0.062199,0.062539,0.986119,1358,1,-8.0451,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DCT",1638,6,0.31263,0.57969,0.999804,11879,3,-7.9108,0.76392,0.76386,0.999987,16384,0,-7.9108,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"DCTD",1635,6,0.98166,0.98177,0.999804,21231,1,-6.5323,0.54654,0.54663,0.999987,11786,0,-6.5323,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"DCTN1",1639,5,0.89102,0.92453,0.999804,19994,1,-7.2998,0.74903,0.74923,0.999987,16124,0,-7.2998,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DCTN2",10540,5,0.064192,0.18343,0.934251,4255,4,-8.2329,0.89876,0.89887,0.999987,19253,0,-8.2329,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DCTN3",11258,6,0.41034,0.66595,0.999804,13673,2,-7.0077,0.30232,0.30239,0.99953,6486,0,-7.0077,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DCTN4",51164,6,0.54712,0.76562,0.999804,15816,2,-6.7825,0.47142,0.4715,0.99953,10208,0,-6.7825,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DCTN5",84516,6,0.27063,0.52784,0.999804,10858,2,-6.4703,0.62804,0.62811,0.999987,13481,0,-6.4703,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DCTN6",10671,6,0.67255,0.84936,0.999804,17602,2,-6.4225,0.35443,0.35458,0.99953,7610,0,-6.4225,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DCTPP1",79077,6,0.75391,0.88168,0.999804,18395,2,-5.3098,0.28079,0.28104,0.99953,6005,0,-5.3098,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"DCUN1D1",54165,6,0.15926,0.37678,0.996564,7836,3,-7.29,0.43357,0.43363,0.99953,9361,0,-7.29,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DCUN1D2",55208,6,0.6073,0.80885,0.999804,16677,1,-6.2918,0.22444,0.22443,0.993573,4848,0,-6.2918,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DCUN1D3",123879,6,0.39531,0.65484,0.999804,13424,3,-7.8559,0.85952,0.85952,0.999987,18389,0,-7.8559,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DCUN1D4",23142,6,0.99576,0.99574,0.999804,21574,0,-6.3893,0.20439,0.2045,0.993573,4426,0,-6.3893,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DCUN1D5",84259,6,0.56867,0.78112,0.999804,16127,3,-7.0474,0.49782,0.49779,0.999594,10727,0,-7.0474,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DCX",1641,6,0.68227,0.85303,0.999804,17705,2,-6.9077,0.10199,0.10203,0.986119,2227,0,-6.9077,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DCXR",51181,6,0.0047907,0.022689,0.777167,533,4,-8.0894,0.077747,0.077859,0.986119,1693,1,-8.0894,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"DDA1",79016,4,0.50766,0.6749,0.999804,15220,2,-7.4027,0.43142,0.4311,0.99953,9317,0,-7.4027,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDAH1",23576,6,0.21973,0.46148,0.999804,9551,4,-8.1635,0.19948,0.19951,0.993573,4313,0,-8.1635,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDAH2",23564,6,0.41025,0.66587,0.999804,13663,2,-6.9429,0.16055,0.16075,0.993573,3479,0,-6.9429,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDB1",1642,6,0.61172,0.81196,0.999804,16770,3,-7.204,0.10175,0.10179,0.986119,2223,0,-7.204,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DDB2",1643,6,0.079748,0.23538,0.959456,4994,4,-8.2569,0.69939,0.69923,0.999987,15017,0,-8.2569,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"DDC",1644,6,0.053856,0.17261,0.928373,3729,4,-8.6153,0.59429,0.59422,0.999987,12794,0,-8.6153,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"DDHD1",80821,6,0.28068,0.54044,0.999804,11132,4,-7.7603,0.6201,0.62008,0.999987,13339,0,-7.7603,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDHD2",23259,6,0.089071,0.25681,0.968862,5439,5,-8.1282,0.9713,0.97126,0.999987,20916,0,-8.1282,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDI1",414301,6,0.3228,0.59197,0.999804,12054,3,-7.5688,0.42733,0.42741,0.99953,9226,0,-7.5688,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDI2",84301,6,0.5174,0.74416,0.999804,15364,3,-7.7334,0.76614,0.76612,0.999987,16451,0,-7.7334,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDIT3",1649,6,0.052853,0.1701,0.928373,3664,5,-8.4015,0.96698,0.96703,0.999987,20823,0,-8.4015,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"DDIT4",54541,6,0.98785,0.98781,0.999804,21381,0,-6.5238,0.65692,0.65686,0.999987,14108,0,-6.5238,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DDIT4L",115265,6,0.73638,0.87442,0.999804,18231,2,-6.3633,0.094506,0.09456,0.986119,2062,0,-6.3633,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDN",23109,6,0.45713,0.70032,0.999804,14431,2,-6.9795,0.83152,0.83139,0.999987,17817,0,-6.9795,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDO",8528,6,0.21572,0.45616,0.999804,9448,3,-7.7878,0.4894,0.48938,0.999594,10598,0,-7.7878,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"DDOST",1650,6,0.22627,0.47016,0.999804,9734,4,-8.0064,0.94622,0.94619,0.999987,20345,0,-8.0064,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"DDR1",780,6,0.012869,0.056257,0.857958,1243,6,-8.055,0.98713,0.98709,0.999987,21319,0,-8.055,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDR2",4921,6,0.90074,0.95062,0.999804,20071,1,-6.361,0.38095,0.38095,0.99953,8209,0,-6.361,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDRGK1",65992,5,0.18812,0.41201,0.999616,8713,1,-5.7239,0.29351,0.29395,0.99953,6297,0,-5.7239,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDT",1652,5,0.0000743,0.00033934,0.34631,21,5,-9.7725,0.9994,0.9994,0.999987,21666,0,-9.7725,1,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDTL",100037417,3,0.19971,0.34776,0.993545,8991,2,-7.9016,0.7204,0.72019,0.999987,15468,0,-7.9016,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX1",1653,6,0.065677,0.20201,0.94644,4328,5,-8.248,0.32111,0.32122,0.99953,6917,0,-8.248,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX10",1662,6,0.68561,0.85427,0.999804,17738,2,-5.811,0.6673,0.6673,0.999987,14333,0,-5.811,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX11",1663,6,0.03617,0.12635,0.905794,2772,5,-8.1602,0.917,0.91703,0.999987,19627,0,-8.1602,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX17",10521,6,0.08176,0.24007,0.963405,5090,5,-8.1895,0.6673,0.6673,0.999987,14298,0,-8.1895,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX18",8886,6,0.63056,0.82527,0.999804,17050,3,-7.5787,0.36902,0.36908,0.99953,7976,0,-7.5787,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX19A",55308,5,0.99179,0.99182,0.999804,21473,0,-5.0037,0.44497,0.44546,0.99953,9581,0,-5.0037,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX19B",11269,5,0.99503,0.99501,0.999804,21558,0,-6.0907,0.21899,0.21924,0.993573,4731,0,-6.0907,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX20",11218,6,0.97591,0.97731,0.999804,21099,1,-6.4544,0.51162,0.5117,0.999987,11038,0,-6.4544,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DDX21",9188,5,0.0053865,0.022335,0.777167,589,2,-7.3177,0.58996,0.59034,0.999987,12726,0,-7.3177,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX23",9416,6,0.83328,0.91793,0.999804,19298,1,-4.8934,0.18535,0.18546,0.993573,4010,0,-4.8934,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DDX24",57062,6,0.48666,0.72191,0.999804,14912,3,-7.7475,0.75189,0.75184,0.999987,16164,0,-7.7475,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX25",29118,6,0.63056,0.82527,0.999804,17048,3,-7.27,0.88743,0.88736,0.999987,18990,0,-7.27,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX27",55661,6,0.74139,0.87646,0.999804,18285,2,-5.9394,0.67736,0.67739,0.999987,14504,0,-5.9394,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX28",55794,6,0.63056,0.82527,0.999804,17042,3,-7.5292,0.65028,0.6503,0.999987,13952,0,-7.5292,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX31",64794,5,0.11188,0.2787,0.979249,6351,2,-6.7605,0.2024,0.20261,0.993573,4383,0,-6.7605,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX39A",10212,4,0.12377,0.27365,0.979249,6744,3,-5.8866,0.34626,0.34584,0.99953,7429,0,-5.8866,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX39B",7919,6,0.81326,0.90819,0.999804,19078,2,-6.7041,0.47142,0.4715,0.99953,10218,0,-6.7041,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DDX3X",1654,6,0.55278,0.76972,0.999804,15912,2,-7.0501,0.41643,0.41648,0.99953,8998,0,-7.0501,0,0,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DDX3Y",8653,6,0.016387,0.069222,0.874455,1501,4,-7.91,0.32998,0.33017,0.99953,7089,0,-7.91,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX4",54514,6,0.93899,0.96048,0.999804,20492,1,-5.8024,0.76161,0.76153,0.999987,16374,0,-5.8024,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX41",51428,5,0.50172,0.72444,0.999804,15133,2,-6.8063,0.85229,0.85218,0.999987,18221,0,-6.8063,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX42",11325,6,0.98269,0.98271,0.999804,21254,1,-7.0055,0.87859,0.87852,0.999987,18786,0,-7.0055,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DDX43",55510,6,0.009895,0.04446,0.853562,989,3,-7.7037,0.46499,0.46506,0.99953,10047,0,-7.7037,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX46",9879,6,0.98218,0.98224,0.999804,21246,1,-6.3712,0.50662,0.50669,0.999594,10949,0,-6.3712,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DDX47",51202,6,0.46876,0.70879,0.999804,14595,2,-5.137,0.18622,0.18634,0.993573,4024,0,-5.137,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX49",54555,5,0.17105,0.38409,0.996564,8219,4,-7.4225,0.47567,0.47606,0.999594,10273,0,-7.4225,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX5",1655,6,0.59902,0.80296,0.999804,16575,2,-6.9648,0.03306,0.034308,0.986119,725,1,-6.9648,0,0.5,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"DDX50",79009,6,0.12017,0.31832,0.988703,6630,4,-8.3442,0.17186,0.17204,0.993573,3736,0,-8.3442,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX51",317781,5,0.8435,0.9095,0.999804,19398,1,-6.3392,0.42887,0.42939,0.99953,9284,0,-6.3392,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX52",11056,6,0.88235,0.94381,0.999804,19869,2,-4.7063,0.31028,0.31039,0.99953,6661,0,-4.7063,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX53",168400,6,0.026441,0.098879,0.892055,2157,4,-7.7633,0.95569,0.95578,0.999987,20545,0,-7.7633,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX54",79039,6,0.026845,0.10005,0.892055,2194,3,-6.9345,0.0038907,0.0067638,0.948227,144,1,-6.9345,0,1,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"DDX55",57696,6,0.86078,0.93205,0.999804,19589,1,-6.4575,0.6868,0.68667,0.999987,14769,0,-6.4575,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX56",54606,6,0.41837,0.67191,0.999804,13788,2,-5.5243,0.11307,0.11306,0.986119,2475,0,-5.5243,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX58",23586,5,0.26527,0.49438,0.999804,10712,3,-7.5187,0.50776,0.50812,0.999987,11000,0,-7.5187,0,0,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DDX59",83479,5,0.20389,0.42918,0.999804,9134,2,-6.6631,0.49014,0.4905,0.999594,10614,0,-6.6631,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX6",1656,6,0.35954,0.62825,0.999804,12815,3,-7.0242,0.20281,0.20289,0.993573,4395,0,-7.0242,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"DDX60",55601,6,0.74704,0.87879,0.999804,18331,2,-6.0098,0.56794,0.56794,0.999987,12222,0,-6.0098,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DDX60L",91351,6,0.049383,0.16123,0.924704,3488,5,-8.0682,0.77094,0.77095,0.999987,16592,0,-8.0682,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DEAF1",10522,6,0.05975,0.1875,0.937256,4050,3,-7.6899,0.5337,0.53379,0.999987,11513,0,-7.6899,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DECR1",1666,6,0.60505,0.80729,0.999804,16656,2,-6.3655,0.061171,0.06153,0.986119,1334,1,-6.3655,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"DECR2",26063,6,0.28657,0.54785,0.999804,11269,3,-7.7928,0.40205,0.40212,0.99953,8627,0,-7.7928,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
